2012-01-15 07:28:13 UTC	1.8.7	75.3175 requests per second	ruby 1.8.7 (2011-06-30 patchlevel 352) [i686-darwin10.8.0]
2012-01-15 07:42:03 UTC	1.8.7-head	75.49 requests per second	ruby 1.8.7 (2011-12-28 patchlevel 357) [i686-darwin10.8.0]
2012-01-15 07:50:45 UTC	1.9.2	106.205 requests per second	ruby 1.9.2p290 (2011-07-09 revision 32553) [x86_64-darwin10.8.0]
2012-01-15 08:07:39 UTC	1.9.2-head	105.81 requests per second	ruby 1.9.2p312 (2012-01-10 revision 34264) [x86_64-darwin10.8.0]
2012-01-15 08:16:10 UTC	1.9.3	108.285 requests per second	ruby 1.9.3p0 (2011-10-30 revision 33570) [x86_64-darwin10.8.0]
2012-01-15 08:31:44 UTC	1.9.3-head	108.245 requests per second	ruby 1.9.3p27 (2012-01-13 revision 34290) [x86_64-darwin10.8.0]
2012-01-15 08:44:10 UTC	jruby	50.2975 requests per second	jruby 1.6.5 (ruby-1.8.7-p330) (2011-10-25 9dcd388) (Java HotSpot(TM) 64-Bit Server VM 1.6.0_29) [darwin-x86_64-java]
2012-01-15 09:06:34 UTC	jruby-head	51.36 requests per second	jruby 1.7.0.dev (ruby-1.8.7-p357) (2012-01-15 8368b24) (Java HotSpot(TM) 64-Bit Server VM 1.6.0_29) [darwin-x86_64-java]
2012-01-17 07:33:10 UTC	1.8.7	74.58 requests per second	ruby 1.8.7 (2011-06-30 patchlevel 352) [i686-darwin10.8.0]
2012-01-17 07:55:56 UTC	1.8.7-head	75.3325 requests per second	ruby 1.8.7 (2011-12-28 patchlevel 357) [i686-darwin10.8.0]
2012-01-17 08:12:34 UTC	1.9.2	105.2675 requests per second	ruby 1.9.2p290 (2011-07-09 revision 32553) [x86_64-darwin10.8.0]
2012-01-17 08:36:35 UTC	1.9.2-head	105.1 requests per second	ruby 1.9.2p312 (2012-01-16 revision 34318) [x86_64-darwin10.8.0]
